"job_title","location","state","company_name","job_desc","hard_skills","hard_skills_2","soft_skills","soft_skills_2","salary_lower_range","salary_higher_range"
"Data Scientist, Machine Learning Evaluation","San Francisco","CA","Adobe","data scientist, machine learning datamachine learning is a critical part of adobe’s cloud offering. adobe clouds enable customers to create and manage digital content, such as assets, composites, 3d, documents etc., and digital experience and transformations.creative cloud is focused on visual imagination and creation, and includes such well-known products as photoshop cc, illustrator cc, lightroom cc, and adobe stock. document cloud is centered around the creation and management of textual documents, including acrobat dc and adobe sign. experience cloud is the set of offerings for the large-scale enterprise, covering marketing, advertising, and analytics.we are building new machine learning platform, called adobe sensei, that powers machine learning and ai across all of these adobe cloud product lines. this platform will enable thousands of applied researchers, millions of users, and billions of content pieces. the objective is to make machine learning offerings a world-class, leading-edge, differentiating product in adobe cloud ecosystem. we match the pace, innovation and excitement of a startup, backed by the resources and infrastructure of adobe!a crucial piece of developing machine learning solutions is the evaluation process. how do we know the quality of our algorithms and models? what is the ground truth we use for judging them? where do they succeed and how do they fail? these problems are even more subtle in the complex, creative domains of adobe products – for example, how should we judge the quality of similarity search, where a user finds new images with an image as the query?equally core to the ml process is the training set itself. such training sets often include human judgments, elicted at large scale, which form the target that the ml process predicts.how can you participate? we’re looking for data scientists to define, drive, and coordinate evaluation and training set construction for the applied machine learning team at adobe. this will involve thinking hard about product quality, the role of machine learning in those products, and the capabilities of both a/b tests and human-judgment tasks to produce training sets for ml as well as quantitative evaluations that measure how well our ai/ml algorithms are doing their jobsresponsibilities:work closely with product, research, and engineering leaders to understand ml applications and define successdesign evaluation tasks and guidelines for human judgment to measure the performance of machine-learned and other advanced algorithms.design human judgment tasks that will create training sets for useful machine-learned models.create a winning culture built on collaboration and shared accomplishments- have fun along the way!qualifications:bs or ms in a technical field (computer science, physics, math, statistics) or in a human-centered field such as psychology, linguistics, human-computer interaction.exposure to applied machine learning in an industrial settingexperience in validation and evaluation of machine learned modelsstrong quantitative orientationunderstanding of issues around ground truth and training sets for ml, including human judgment and a/b testinghands-on experience using third-party judgment services such as crowdflower, appen, or amazon mechanical turkat adobe, you will be immersed in an exceptional work environment that is recognized throughout the world on best companies lists. you will also be surrounded by colleagues who are committed to helping each other grow through our unique check-in approach where ongoing feedback flows freely. if you’re looking to make an impact, adobe's the place for you. discover what our employees are saying about their career experiences on the adobe life blog and explore the meaningful benefits we offer.at adobe, you will be immersed in an exceptional work environment that is recognized throughout the world on best companies lists . you will also be surrounded by colleagues who are committed to helping each other grow through our unique check-in approach where ongoing feedback flows freely.if you’re looking to make an impact, adobe's the place for you. discover what our employees are saying about their career experiences on the adobe life blog and explore the meaningful benefits we offer.adobe is an equal opportunity employer. we welcome and encourage diversity in the workplace regardless of race, gender, religion, age , sexual orientation, gender identity, disability or veteran status.","machine learning,machine learning,git,git,machine learning,machine learning,ai,machine learning,machine learning,algorithms,ai,ai,ai,ai,ai,machine learning,machine learning,ai,ai,algorithms,algorithms,ai,machine learning,ai,r, ,r, ","machine learning,git,ai,algorithms,r","collaboration","collaboration",NA,NA
"Data Scientist","Seattle","WA","ActZero.ai","at actzero, our mission is simple: stop cyber threats, protect the world.we are developing the most effective, managed security service powered by ai, while building a rewarding and values-centered environment for our team.as the senior data scientist on the actzero data science team, reporting to the head of data science, your job is to analyze and build predictive models on terabytes of customer data to detect and prevent cyberthreats. you will employ your curiosity and creativity in finding unique methods for anomaly detection and threat classification. you will advise our platform engineering team on how to effectively build etl pipelines for data science analysis, model building, and model evaluation, and will participate in creating the data science workflow and best practices.we're a team of talented engineers and security professionals. our team has led cybersecurity at the white house, led nvidia's cloud platform, helped build akamai's security practice, and launched ml at watchguard.while we're a small and rapidly growing team, we have the stability and funding of a series b company. we believe in doing the best work of our careers in a collaborative environment supported by work-life balance, great benefits, a stable work environment, and building a culture led by our values (https://www.keyvalues.com/actzero).you will ...create the ml models necessary to detect and stop cyberthreats for businesses around the worldusing data analysis, identify new opportunities to use data science, ml andai to improve cybersecurity for our customersdevelop and help measure company metrics around data quality and model evaluation criteriapartner with platform engineering to help them create etl to create data stores that can be used for both data science and production purposes.we'd like to speak with you if you have ...strong knowledge of analytics and predictive modeling, including experience with statistical models, deep learning, and deploying machine learning models into a production environment.a passion for and experience working with big dataan innovative and passionate spirit, an ability to overcome technical issues in a cooperative environment, a commitment to ship quickly, and familiarity with agile software development practices.programming experience with python or spark.experience with developing model-based products from an idea to a finished product.the ability to deal with ambiguity, communicate technical topics with both partner teams and non-technical stakeholders, and a compassionate understanding of the customer experienceabout actzeroactzero is building the most effective, ai-powered mssp. we foster a culture centered upon our customers and rooted in mutual trust and committed to execution, where we continuously learn and improve, like the ai systems we develop. founded in 2019, actzero is backed by point72 ventures, a global venture capital firm led by a diverse set of domain experts with the capital to support rounds through all stages of company growth.actzero celebrates diversity and is committed to creating an inclusive workplace. we are an equal opportunity employer and consider, develop and retain candidates without regards to race, color, national origin, sex, age, religion, sexual orientation, gender identity, veteran status, marital status, physical or mental disability, or other protected classes under all local, state, and federal laws and ordinances.if you'd like to learn more about our company culture, please take a look at our key values profile: https://www.keyvalues.com/actzero.","ai,reporting,analysis,ai,analysis,ai,predictive modeling,machine learning,big data,agile,python,ai,ai,ai,r, ,ai,r, ,aws","ai,reporting,analysis,predictive modeling,machine learning,big data,agile,python,r,aws","creativity,passionate,communicate,passionate","creativity,passionate,communicate",NA,NA
"Data Scientist","Sunnyvale","CA","HCL America","we are looking for a data scientistto be part of our tech officewhat are we looking for: · master’s in data science or ph.d.in data science· over 10 years of industry experience and· at least 4-year experience in machine learning/deep learning· extensive experience in python or rstudio. experience in dl frameworks like tensorflow.· experiencing in leading/mentoring a team of data scientists in ml/dl· ability to prototype/build ml applications using cognitive analytics technologies in close collaboration with solution architecture and software engineering teams· prior analytics experience in any one industry (or more) healthcare, automotive, aerospace, consumer products and manufacturing (indicative list)· experience in solving client's analytics problems and effectively communicating results and methodologies· proven ability to rationalize disparate data sources and the ability to intuit the large picture within a dataset· knowledge and experience working with hadoop eco system, spark and distributed computing systems is a plus· knowledge of statistics, machine learning, deep learning and data mining techniques*please, submit your resume in english if you consider your profile matches with this opportunity*hcl_ers job type: full-time","machine learning,python,tensorflow,hadoop,machine learning","machine learning,python,tensorflow,hadoop","collaboration","collaboration",NA,NA
"Junior Data Scientist","Chicago","IL","Hitachi Solutions","company descriptionhitachi solutions is a core it company of the hitachi group, which employs over 330,000 people worldwide. headquartered in tokyo, japan, hitachi solutions' reach extends to group companies in japan and abroad, working with a worldwide network of alliance partners. through systems integration, we strive to provide ideal solutions and products to customers in a diverse set of countries and regions including asia, north america and europe. using a portfolio of management consulting, implementation, and support services, we help our clients compete with the largest global enterprises leveraging powerful, affordable, and easy to use industry solutions built on microsoft technologies. our vision is to help you achieve your vision through superior products, prices, and people.job descriptionare you looking to work at the forefront of artificial intelligence and machine learning? we have a significant data analytics and management presence across many industries. with that footprint comes massive amounts of data that can inform us about markets and ways to improve our client business practices.this position will be part of the data science and machine learning team and will bring strong quantitative skills to our data science capabilities. you work in a multidisciplinary team exploring, connecting and mining internal data sources and will develop data models using algorithms for pattern detection and forecasting. in this position you will be managing projects that use advanced analytics techniques, such as optimization, forecasting, machine learning, predictive analytics, and statistical analysis, to develop solutions that help deliver significant value to a variety of our partners and clients.you will be exposed to a wide spectrum of high visibility projects ranging from sales effectiveness, competitive intelligence, fraud detection, time series forecasting, operational efficiency, sourcing and procurement, supply-chain optimization and financial analysis.why is this role important for our company’s work?quite simply, our clients and engineers need you. you’ll provide a fresh perspective to our industry experts who have 10-20 years of experience. you’ll come with a hungry mindset that is collaborative and helpful.with your perspective, we’ll transform existing practices to think differently about innovation, will optimize existing processes and systems in the organization, and will think high-level about business impact to the greater world.once you’re here…you'll have full access to our reference architecture. our services methodology is built on reusable technology components, patterns, and processes that have been refined and proven on thousands of production solutions. you’ll learn to develop complex data architectures, solve for real-time data needs of large businesses, and navigate the changing landscape of the azure stack.you will collaborate regularly with our experts, work across numerous industries, clients, and technologies. you will learn something new every day and begin adding value to our team almost immediately. we have our flagship launch program to get you up to speed as quickly as possible.you will partner with clients across several key industries including healthcare, manufacturing and industrial products, financial services, professional services, engineering and high technology, retail and more.responsibilities:develop and code models by applying algorithms to large structured as well as unstructured data sets for our more complex projects. develop visualization products to share analysis across a large group of business users.design strategies and propose algorithms to analyze and leverage data from existing as well as new data sources.continuously seek out industry best practices and develop skills to create new capabilities for data analytics at clients to improve business decisions.network with business stakeholders to develop a pipeline of data science projects aligned with business strategies. translate complex and ambiguous business problems into project charters clearly identifying technical risks and project scope.participate on cross-disciplinary project team of database specialists, data scientists, and business subject-matter experts to complete project deliverables.qualificationsbachelor's degree from an accredited college/university in computer science, computational linguistics, statistics, mathematics, engineering, bioinformatics, physics, operations research or related fields.(preferred) master's degree in data science, applied mathematics, or bioinformatics.knowledge of various modeling algorithms e.g. linear, glms, trees based models, neural networks, clustering, pca, and time series models.additional informationbeyond the tech, you'll benefit from dollar for dollar 401(k) matching (up to 6% of your salary), ongoing structured learning opportunities, subsidized healthcare, vision, and dental plans (amongst others), a fully stocked snack, coffee, and drink bar, and a laid-back team looking to disrupt the status quo.","artificial intelligence,machine learning,machine learning,algorithms,machine learning,analysis,ai,analysis,azure,ai,algorithms,visualization,analysis,algorithms,algorithms,r, ,r, ,ai","ai,machine learning,algorithms,analysis,azure,visualization,r","","",NA,NA
"Data Scientist / Machine Learning Engineer","Boston","MA","Nike","become a part of the nike, inc. teamnike, inc. does more than outfit the world’s best athletes. it is a place to explore potential, obliterate boundaries and push out the edges of what can be. the company looks for people who can grow, think, dream and create. its culture thrives by embracing diversity and rewarding imagination. the brand seeks achievers, leaders and visionaries. at nike, inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.who are we looking for?we need passionate data scientists & machine learning engineers to join our team. you are an extraordinary teammate with a drive for understanding why. you love to use your creativity to engineer novel explanations, and you use data to provide the evidence. you are comfortable working in an agile environment that is focused on delivering solutions that have big business value.you thrive when surrounded by talented colleagues and aim to never stop learning. we are looking for candidates who enjoy a collaborative and academic environment where we develop and share new skills, mentor, and contribute knowledge and software back to the analytics and engineering communities both within nike and at-large.what will you work on?as a data scientist or machine learning engineer, you will develop and implement novel statistical / machine learning approaches to real-world, large scale problems that have a direct impact on the business. you’ll be translating business problems into prediction models and optimization programs, implemented with professional software engineering skills.who will you work with?we have an experienced team that built a successful startup and are now focused on scaling our technology to meet the needs of the biggest brand in the world. we operate in a product model where you will work in a team with other talented data scientists and machine learning engineers, as well as other software engineers and business experts focused on delivering value. in this way, you’ll have end-to-end visibility of how your work affects the business.what you bring to nikestrong problem solving and analytical mindsetdevelop novel statistical / machine learning approaches to real world, large scale problemsagile development experience, preferably with pythonability to quickly pick up new programming languages, technologies, and frameworkstranslate business problems and solutions into algorithms and production-grade codeeffective communication skills (with team members, the business, and in codenike, inc. is a growth company that looks for team members to grow with it. nike offers a generous total rewards package, casual work environment, a diverse and inclusive culture, and an electric atmosphere for professional development. no matter the location, or the role, every nike employee shares one galvanizing mission: to bring inspiration and innovation to every athlete* in the world.nike, inc. is committed to employing a diverse workforce. qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, veteran status, or disability.","machine learning,agile,ai,r, ,machine learning,r, ,machine learning,machine learning,machine learning,agile,python,algorithms,r, ","machine learning,agile,ai,r,python,algorithms","passionate,creativity,problem solving,communication","passionate,creativity,problem solving,communication",NA,NA
"Data Scientist I","San Diego","CA","Knowesis Inc.","job description:knowesis is looking for personnel to support the united states special operations command preservation of the force and family (ussocom potff) program in identifying and implementing innovative, valuable solutions across the special operations forces (sof) enterprise aimed at improving the short and long-term well-being of sof warriors and their families.this work will be performed at the client’s location on coronado naval station (san diego ca).position requirements/specific tasks:enter, clean, and conduct basic data manipulation and analysis.build and disseminate databases and spreadsheets designed to record potff related programmatic data.provide consultation and assistance to supported units and potff staff to identify opportunities and methods for capturing data relating to potff programs and initiatives.prepare reports and presentations that accurately convey data trends and associated analysis.enter and analyze data within government systems.required experience:experience and skills:proficient with the suite of microsoft office programs, including word, excel, and access.prior experience using statistical software application such as spss, sas, and r.possess excellent communication skills, presentation skills, and shall be highly detail oriented.tableau experience or certification (preferred but not mandatory).a qualified candidate will:work in consultation with potff program staff and the government’s potff biostatistician.serve as the analytical lead in support of program manager.be able to use statistics and data visualization techniques to provide an accessible way to see and understand trends, outliers, and patterns in data.be able to read, write, and speak english fluently and clearly in order to effectively communicate with all personnel for which they will interact.possess sufficient initiative, interpersonal relationship skills and social sensitivity such that they can relate constructively to a variety of contacts from diverse background.a certification or documented experience with human performance is preferred.education: bachelor’s degree in quantitative science, social science or related discipline (bachelor’s degree in sports science with minor in a quantitative science may be acceptable).clearance type: secretfrom: knowesis inc.","ai,r, ,analysis,analysis,microsoft office,excel,spss,excel,ai,tableau,visualization","ai,r,analysis,excel,spss,tableau,visualization","communication,communicate","communication,communicate",NA,NA
"Applied Data Scientist","Redmond","WA","Microsoft","microsoft’s mission is to empower every person and organization on the planet to achieve more, and we believe this mission has never been more important. it guides work across the company to recognize the enormous opportunity and responsibility to ensure that the technology we create benefits everyone on the planet, as well as benefitting the planet itself.to fulfill this mission, we are looking for an individual that is passionate about our planet and sustainability product innovation. microsoft is committed to a more sustainable future backed by a $1b planned spend and carbon emission goals that are unparalleled in the industry. this work will include synthesizing data across a variety of environmental disciplines and leverage data science to recommend, guide microsoft in its ambition and help millions of customers and partners of microsoft to achieve their sustainability goals.this new role will be an integral part of a new team dedicated to internal and external stakeholder engagement on sustainability.as part of the cloud supply chain sustainability (cscs) team in azure, we are at the heart of microsoft’s cloud strategy. this new team is eager to deliver a sustainability platform for our customers & partners by combining science-based approach to climate change with strong engineering culture of delivering platforms and services on azure using the latest technologies in machine learning, the internet of things.the candidate will be responsible for delivering sustainability data platform that spans structured, unstructured data from heterogenous sources, analytics, insights and recommendations on azure-hosted cloud services and mobile devices with enterprise scale and security that organizations have come to expect from microsoft. this is an opportunity to work on a large technology stack, in an open and diverse environment, tackling big and complex challenges, and collaborating with a variety of partners and stakeholders to define the future of sustainability solutions.responsibilitiescollect, organize and analyze data from multiple environmental sources, azure usage data, organize them so that they can be consumedcreate self-services experiences to various stake holders. (examples – power bi, power apps, email notifications etc.)develop and deploy data pipelines that forms the core of the sustainability platformdevelop recommendations for azure customers on how to best achieve their sustainability goals and deliver them through the azure portal or equivalent experiencesqualificationsrequired4+ years of software design and programming experience with languages like c/c++/c#/java/python required.2+ years of experience developing applications in the cloud using technologies such as sql, kusto, databricks, azure ml, spark etc.bachelor’s degree in computer science or engineering, or a related field, or equivalent alternative education, skills, and/or practical experiencepreferredexperience that spans the full software/service delivery lifecycle – sw engineering, program management and data science/engineering.experience in delivering insights through data science, ai or machine learning techniques. e.g., neural networks for nlp, computer vision, etc., random forests and other supervised methods, clustering, pca, etc.candidate would be hypothesis driven, with a passion for data and a bias for action.candidate should be experienced in framing and participating in data-driven business decisions, including measuring and evaluating outcomes.candidate must be able communicate complex ideas and concepts to leadership and deliver results.candidate must be comfortable in manipulating and analyzing complex, high dimensional data from varying sources to solve difficult problemsthe team player with proven ability to build trusted relationships.demonstrated ability to work efficiently, prioritize workflow, and meet demanding deadlines.ability to meet microsoft, customer and/or government security screening requirements are required for this role. these requirements include, but are not limited to the following specialized security screenings: microsoft cloud background check: this position will be required to pass the microsoft cloud background check upon hire/transfer and every two years thereafter.microsoft is an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. we also consider qualified applicants regardless of criminal histories, consistent with legal requirements. if you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the accommodation request form.benefits/perks listed below may vary depending on the nature of your employment with microsoft and the country where you work.","ai,ai,ai,ai,supply chain,ai,azure,ai,azure,machine learning,ai,azure,ai,azure,power bi,ai,ai,azure,ai,azure,python,sql,azure,ai,machine learning,nlp,r, ,aws","ai,supply chain,azure,machine learning,power bi,python,sql,nlp,r,aws","passionate,communicate","passionate,communicate",NA,NA
"Data Scientist","Southfield","MI","Gonzalez Contract Services","in this role the ideal candidate will act as a network and think innovatively while executing the following responsibilities:· develop software for iot, artificial intelligence and machine learning applications.· coordinate, implement and deploy analytical models for anomaly detection, preventive maintenance, quality monitoring and performance improvements.· integrate hardware/sensors and develop software to manage iot/industry 4.0 applications.· configuring, coding, developing, and documenting software specifications throughout the project life cycle.· collaborate/coordinate the work with start-ups and other digital companies.· direct research on emerging trends/solutions/standards in automation and iot/industry 4.0.· work in strict collaboration with universities and students. * advanced skill levels with deep learning and machine learning algorithms, statistical modeling and regression analysis, open-source frameworks (e.g scikit-learn, caffe, pytorch, tensorflow, jetpack) and applications. * experience in programming and code debugging in one or more of these languages: python, java, r, c++, c#, etc. * master or phd in computer science, computer engineering or related technical fields.job types: full-time, temporary, contractexperience:iot, artificial intelligence and machine learning apps: 3 years (required)education:master's (required)","artificial intelligence,machine learning,ai,git,machine learning,algorithms,regression,analysis,scikit-learn,pytorch,tensorflow,python,java, ,r, ,artificial intelligence,machine learning","ai,machine learning,git,algorithms,regression,analysis,scikit-learn,pytorch,tensorflow,python,java,r","collaboration","collaboration",NA,NA
"Data Scientist","Washington","DC","Analytica","analytica is seeking a data scientist with an emphasis on statistical analytics within a newly deployed cloud-based platform to support a complex set of federal financial compliance and enforcement challenges. the position will apply statistical programming, statistical visualization techniques, modeling, and forecasting skills to analyze federal financial use cases. the data scientist will provide daily guidance and co-development support to federal and contractor user communities with a diverse set of financial, compliance, and enforcement business problems. this role will support quality management, user stories, and performance standards for a data science community made up of diverse federal and contractor resources. the ideal candidate will enjoy engaging with stakeholders, learning their business problems, providing technical guidance, evangelizing the team’s data science capabilities. this position will sit in washington, dc.minimum qualifications:master's degree required, and phd preferredhigh degree of experience utilizing sas, r, or python to support the development of complex statistical use cases that involve high dollar amounts, sensitive issues, or that otherwise meet criteria for federal compliance and enforcementat least five years of statistical analysisexperience with a distributed enterprise business intelligence platform such a sas, tableau, or qlik.experience with development of predictive analytics models to determine performance comparison and probabilityexperience coordinating and maintaining user storiesadditional skills:familiar with open-source alternatives to major vendor bi and data science toolscomfortable with varied data visualization techniques to help stakeholders determine intuitive reporting. examples include temporal depiction, outlier identification, and interactive usability.comfortable with an agile methodology such as scrum, kanban, or lean to include experience with practices such as backlog management and user storiesawareness of devops tools such as jenkins, docker, elk stack and the role of data science within continual integration, continual developmentexperience with performing analytics from a cloud platformabout analytica: analytica is a leading consulting and information technology solutions provider to public sector organizations supporting health, civilian, and national security missions. founded in 2009 and headquartered in bethesda, md, the company is an established sba certified hubzone and 8(a) small business that has been recognized by inc. magazine each of the past three years as one of the 250 fastest-growing companies in the u.s. analytica specializes in providing software and systems engineering, information management, analytics & visualization, agile project management, and management consulting services. the company is appraised by the software engineering institute (sei) at cmmi® maturity level 3 and is an iso 9001:2008 certified provider.","visualization,ai,r, ,python,analysis,business intelligence,tableau,qlik,ai,ai,ols,visualization,reporting,agile,ols,r, ,visualization,agile,ai","visualization,ai,r,python,analysis,business intelligence,tableau,qlik,ols,reporting,agile","","",NA,NA
"Data Scientist","Nashville","TN","Amazon.com Services LLC","a bachelor or masters degree in a highly quantitative field (computer science, machine learning, operational research, statistics, mathematics, etc.) or equivalent experienceprevious experience in a research science, ml, or data scientist role and a track record of strong statistical analysis and building ml or dl modelsstrong background and experience using python and/or rexperience using ml libraries, such as scikit-learn, caret, mlr, mllibexperienced in using multiple statistical/data science methodologies to solve complex business problems.experienced in handling large data sets using sql and databases in a business environment.excellent verbal and written communication. strong ability to interact, communicate, present, and influence within multiple levels of the organizationwe're a company of pioneers. it's our job to make bold bets and we get our energy from inventing on behalf of customers. success is measured against the possible, not the probable. for today’s pioneers, that’s exactly why there’s no place on earth they’d rather build than here.the opstech it team needs an individual with excellent analytical abilities, knowledge of business intelligence solutions, as well as outstanding business acumen and the ability to work with quantitative and business teams. our top candidate will be a self-starter comfortable forging their own trail, with a sharp eye for details, an ability to work in a fast-paced and ever-changing environment, and the ability to communicate effectively with senior leadership.the ideal candidate is an independent and curious self-starter with a demonstrated ability to produce high-quality technical content, drive complex documentation projects, collaborate with technologists and subject matter experts, and have a high tolerance for ambiguity and a bias toward action.responsibilities include:collaborate with it business leaders, and peer researchers on innovative hypothesis-driven research projects and a corresponding analytics roadmap to inform business actions.collaborate with business intelligence engineers and data engineers to build measurement plans/scalable research studies for assessing the impact of treatment/interventions on critical business kpi’s and metricsdesign, develop and evaluate models for prediction and forecasting purposesestablish scalable, efficient, automated, and easily repeated processes for large scale data analyses for the broader orgintegrate statistical analysis and prediction into current reporting dashboards in r shinyprovide ad-hoc or special project statistical analysis leaders that enable them to achieve their goals, drive decision making and create new strategies where necessarygather, manage, and evaluate large datasets from multiple sourcesbuild and maintain strong partnerships across the businessmaster's degree in statistics, applied math, operations research, economics, or a related quantitative field with at least 2 years of working experience as a data or research scientist.experienced in writing academic-styled papers for presenting both the methodologies used and results for data science projects.amazon is committed to a diverse and inclusive workplace. amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. for individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.","machine learning,analysis,python,scikit-learn,r, ,sql,excel,ai,excel,business intelligence,ai,ai,business intelligence,analysis,reporting,shiny,analysis,r, ,ai,ai,r, ","machine learning,analysis,python,scikit-learn,r,sql,excel,ai,business intelligence,reporting,shiny","communication,communicate,communicate,curious","communication,communicate,curious",NA,NA
"Data Scientist","New York","NY","Digitas","company descriptionabout digitasdigitas is the connected marketing agency, committed to helping brands better connect with people through truth. connection. wonder. with diverse expertise in data, strategy, creative, media, and tech, we work across capabilities and continents to make better connections and achieve ambitious outcomes through ideas that excite, provoke and inspire. curious and fully transparent, we are always examining real human behavior to create authentic connections—between brands and consumers, clients and partners, and ideas and outcomes. digitas has 3,500 employees across 21 countries and 34 offices, with an extended network via publicis media of over 23,500 employees present in more than 100 countries worldwide. to connect with digitas or learn more, visit www.digitas.comjob descriptiondata & analysis – data scientistdigitas is a highly-caffeinated playground where brilliant minds come together to bring bold, award-winning ideas to life.the data & analysis team uses data-driven insights to fuel strategic growth for clients. we believe that data should never exist in a vacuum; instead, it should be put to work to bring the best ideas and stories to our clients.digitas’ data science practice sits within our dna (data & analysis) capability, and develops industry-leading analytical solutions for clients across industries, channels and business functions. we apply a bespoke and cutting-edge arsenal of statistical, analytical and computing techniques to complex data problems at scale, with an emphasis on game-changing—and measureable—business impact. we work in close collaboration with colleagues across all agency disciplines to develop truly innovative, highly effective, data-powered solutions for our clients.to help with this, we’re looking for an outstanding data scientist – an intellectually curious and creative problem solver who is willing to tackle the familiar and unfamiliar of all things data, including methods, technologies and applications. sound like you? read on.what you’ll do:our data scientists deliver analytic solutions across a wide variety of client applications. we build inferential and predictive models, including machine learning algorithms and ai; we process, integrate and manipulate big data with distributed systems and customer data pipelines; we synthesize results and translate findings into compelling stories that resonate with clients.as a data scientist, you’ll address complex marketing and business challenges—from cross-channel media and customer experience optimization to segmentation, targeting and business strategy—by accessing, integrating, manipulating, mining and modeling a wide array of data sources.day-to-day, your role includes:translating marketing and business questions into data queries.using distributed computing systems to access and manipulate big data sources.conducting exploratory analysis to identify relevant insights and useful transformations.applying quantitative techniques to uncover latent patterns in the data.interpreting data, analytical results and visuals to generate conclusions and recommendations.testing scalable data pipelines or models for real-time applications.ensuring that analytic tasks and results meet established objectives and timelines.sharing knowledge and conducting research to advance the collective knowledge and skills of our data science practice.we’re looking for relevant academic, research or work experience, which typically includes:a bachelor’s or master’s degree in a quantitative field such as statistics, mathematics, econometrics, operations research, data science, computer science, engineering, marketing or social science methods.hands-on experience analyzing data for patterns and insights.hands-on experience running basic statistical or machine learning procedures, such as descriptive statistics, hypothesis testing, supervised or unsupervised learning.hands-on experience with python or r. familiarity with sql, linux, and/or distributed computing systems such as hadoop or aws preferred.demonstrated interest in marketing analytic applications.demonstrated self-starter who thrives in a fast-paced environment with flat structure.got what it takes? we’d love to hear from you.digitas is an equal opportunity employer.qualificationsnulladditional informationall your information will be kept confidential according to eeo guidelines.","git,git,git,git,git,analysis,git,analysis,git,analysis,analytic solutions,machine learning,algorithms,ai,big data,big data,analysis,machine learning,python,sql,linux,hadoop,aws,git","git,analysis,analytic solutions,machine learning,algorithms,ai,big data,python,sql,linux,hadoop,aws","curious,collaboration,curious","curious,collaboration",NA,NA
"Customer Data Scientist (Mountain View)","Mountain View","CA","h2o.ai","company overviewh2o.ai is the open source leader in ai with a mission to democratize ai for everyone. h2o.ai is transforming the use of ai with software with its category-creating visionary open source machine learning platform, h2o. more than 18,000 companies use open-source h2o in mission-critical use cases for finance, insurance, healthcare, retail, telco, sales and marketing. h2o driverless ai uses ""ai to do ai"" in order to provide an easier, faster and cost-effective means of implementing data science. h2o.ai partners with leading technology companies such as nvidia, ibm, aws, intel, microsoft azure and google cloud platform and is proud of its growing customer base which includes capital one, progressive insurance, comcast, walgreens and marketaxess. for more information and to learn more about how h2o.ai is driving an ai transformation, visit www.h2o.ai.job summary:can you code proficiently in at least one language used by data scientists and/or data engineers, and does it excite you to learn more?are you skilled at predictive modeling?do you view communication skills just as important as technical ones?can you listen to the needs of your peers and customers and adapt where need be?do you have a competitive drive to be the best you can be?can you finish what you start?can you own assignments given to you?if the answer is ""yes"" to these questions, you potentially could be an excellent fit to join the team of customer engineering makers at h2o.ai. we deliver world-class solution experiences for our customers and drive revenue for our organization. some of the technical projects you will work on include: training advanced machine learning models at scale in distributed environments, influencing next generation data science tools and data products, and pioneering ideas and products in new areas, such as machine learning interpretability, automatic machine learning, model management, deployment pipelines, and gpu computing.responsibilities and duties:as a customer data scientist, you will be part of customer success team working closely with sales directors to:problem solve and assess technical problems, determine solutions, and work with internal engineering and customer teams to resolve them.demonstrate ml solutions with engaging storytelling and technical accuracy.architect, design, and deliver end to end machine learning workflows and systems from data ingestion to model deployment.provide best practices and guidance to customers on machine learning workflows and systems from data ingestion to model deployment.own account-related technical activities and relationships.translate business use cases and requirements into technical ones.communicate effectively to a diverse audience, including: engineers, business people, and executives. audiences will be large and small, and interactions will be in-person and online.drive field feedback back into product development and be very hands-on for all technical activities.qualifications and skillsbachelor's degree in engineering, computer science, mathematics or a related field. graduate degree is a plus.2+ years' experience with performing hands on data science and machine learningknowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.visualization skills using r, python or other languages and frameworks.knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.2+ years' experience using statistical computer languages (r, python, etc.) to manipulate data and draw insights from large data sets.2+ year working with data in hadoop and /or spark ecosystemdesirable: maker mindset, coachable, and have an urge to learn/master new technologiesh2o.ai perks!flexible work hours and time off.h2o.ai is an equal opportunity employer. we welcome and encourage diversity in the workplace regardless of race, gender, sexual orientation, gender identity, disability or veteran status.xsesptnl0q","ai,ai,ai,ai,ai,machine learning,ai,ai,ai,ai,r, ,ai,aws,azure,ai,ai,ai,predictive modeling,excel,ai,ai,machine learning,ols,machine learning,machine learning,machine learning,machine learning,machine learning,machine learning,visualization,r, ,python,regression,r, ,python,hadoop,ai,ai,r, ","ai,machine learning,r,aws,azure,predictive modeling,excel,ols,visualization,python,regression,hadoop","communication,communicate","communication,communicate",NA,NA
